titulo,preco,rating,disponibilidade,categoria,imagem_url,id
Paper and Fire (The Great Library #2),49.45,5,In stock,Music,https://books.toscrape.com/media/cache/a7/04/a704d4248b21c0cdd8038c1b8345ed17.jpg,662
Outlander (Outlander #1),19.67,5,In stock,Womens Fiction,https://books.toscrape.com/media/cache/b1/0b/b10ba73e67297fc8ed9e877bdcf60813.jpg,663
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,3,In stock,Horror,https://books.toscrape.com/media/cache/15/de/15de75548ee9a4c6be1420ee309c03e0.jpg,664
No One Here Gets Out Alive,20.02,5,In stock,Fantasy,https://books.toscrape.com/media/cache/7a/7e/7a7eb52e7075a5305522948375c1316e.jpg,665
Night Shift (Night Shift #1-20),12.75,4,In stock,Music,https://books.toscrape.com/media/cache/c0/02/c0029d48c2588e6d2a6a31c9f96088ba.jpg,666
Needful Things,47.51,4,In stock,Classics,https://books.toscrape.com/media/cache/2d/e0/2de0eff716ca13d12cf5420e88e1a8b3.jpg,667
Mockingjay (The Hunger Games #3),20.44,4,In stock,Default,https://books.toscrape.com/media/cache/76/b4/76b462eda7a84ccf39a543d63c695ca7.jpg,668
Misery,34.79,2,In stock,Default,https://books.toscrape.com/media/cache/7c/93/7c9302e392e128881e926d19f761da33.jpg,669
Little Women (Little Women #1),28.07,4,In stock,Young Adult,https://books.toscrape.com/media/cache/81/f5/81f559ebe403317226fa8b611e35ce8a.jpg,670
It,25.01,3,In stock,Horror,https://books.toscrape.com/media/cache/f7/b7/f7b73392b12909a1e8261ef3f96c5fd1.jpg,671
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,3,In stock,Classics,https://books.toscrape.com/media/cache/04/c8/04c8a51d23d4335d300324e917ca4d8f.jpg,672
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,4,In stock,Nonfiction,https://books.toscrape.com/media/cache/d1/fb/d1fbdddb0d4fb0c445a33c6d003d0990.jpg,673
Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,4,In stock,Historical Fiction,https://books.toscrape.com/media/cache/96/11/9611147982037cd7d79483452938c10f.jpg,674
Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,5,In stock,Horror,https://books.toscrape.com/media/cache/c8/24/c8248518fb59de3a798a4b5baae949b5.jpg,675
Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,1,In stock,Default,https://books.toscrape.com/media/cache/fc/08/fc08dcfc1ae86bbd5bc0bca74c9b6d3d.jpg,676
Gone with the Wind,32.49,3,In stock,Fantasy,https://books.toscrape.com/media/cache/27/82/2782701b5c877cb063065b9fc14c5b13.jpg,677
God Is Not Great: How Religion Poisons Everything,27.8,1,In stock,Sequential Art,https://books.toscrape.com/media/cache/d2/80/d280aed3d0c46653a9c33f76559e9e6d.jpg,678
Girl With a Pearl Earring,26.77,1,In stock,Horror,https://books.toscrape.com/media/cache/b7/ad/b7ad37d93d8401c84d7325aa645ff6d5.jpg,679
"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,4,In stock,Fantasy,https://books.toscrape.com/media/cache/38/79/38794d8729a111018260d931e7101de2.jpg,680
The Da Vinci Code (Robert Langdon #2),22.96,2,In stock,Classics,https://books.toscrape.com/media/cache/cf/d5/cfd553eaa00f4d6091c459081cd98199.jpg,681
The Cuckoo's Calling (Cormoran Strike #1),19.21,1,In stock,Add a comment,https://books.toscrape.com/media/cache/11/81/11815f24d043f77d4f09a3522a688a5c.jpg,682
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,4,In stock,Fiction,https://books.toscrape.com/media/cache/42/c4/42c48f11b7e70a0f76c5ba9cb5c5018a.jpg,683
The Complete Poems,41.32,5,In stock,Sports and Games,https://books.toscrape.com/media/cache/e5/f2/e5f270cf4a079a7d411439abe17691e0.jpg,684
The Catcher in the Rye,24.55,1,In stock,Add a comment,https://books.toscrape.com/media/cache/70/f4/70f4dbf8110363f4e7ef32db0ce2a675.jpg,685
The Cat in the Hat (Beginner Books B-1),16.26,2,In stock,Default,https://books.toscrape.com/media/cache/9b/f1/9bf106306301a44635aa7bd381c84e4d.jpg,686
The Case for Christ (Cases for Christianity),47.84,1,In stock,Mystery,https://books.toscrape.com/media/cache/12/3d/123d05986974943a58c5cfa518e11e6d.jpg,687
The Book Thief,53.49,2,In stock,Default,https://books.toscrape.com/media/cache/ff/a0/ffa08bf29ae0a5c9e91564dba71cde90.jpg,688
The Book of Basketball: The NBA According to The Sports Guy,44.84,5,In stock,Add a comment,https://books.toscrape.com/media/cache/61/2c/612caeb0b2acb35c100629f0f52a40d7.jpg,689
The Blind Side: Evolution of a Game,53.71,5,In stock,Default,https://books.toscrape.com/media/cache/5e/ee/5eeecab909b9e87ddfb6e3d31078fbbf.jpg,690
The Autobiography of Malcolm X,23.43,2,In stock,Womens Fiction,https://books.toscrape.com/media/cache/84/07/84074b59293cc5bf4012ef0f60e90c4f.jpg,691
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,3,In stock,Nonfiction,https://books.toscrape.com/media/cache/96/57/9657c6d89024e343879a7b5512474f1e.jpg,692
The Art of Fielding,22.1,1,In stock,Childrens,https://books.toscrape.com/media/cache/68/a6/68a6112c857e595c684f2a1a3287ba16.jpg,693
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,2,In stock,Fiction,https://books.toscrape.com/media/cache/f8/bc/f8bcd489d33473e0819beaecccd5ebac.jpg,694
Stiff: The Curious Lives of Human Cadavers,36.74,3,In stock,Add a comment,https://books.toscrape.com/media/cache/a0/a0/a0a013b029130df92073f547df83ee5c.jpg,695
Spilled Milk: Based on a True Story,49.51,1,In stock,Science,https://books.toscrape.com/media/cache/a8/0d/a80d4310cab08a3660149fd3f2cf15c7.jpg,696
Something Borrowed (Darcy & Rachel #1),48.96,5,In stock,Womens Fiction,https://books.toscrape.com/media/cache/6d/6d/6d6d5799190b4f9ef89f3bbc8b67d60d.jpg,697
Something Blue (Darcy & Rachel #2),54.62,1,In stock,Food and Drink,https://books.toscrape.com/media/cache/72/f5/72f5ed312bc82afa386c9cd48d4e36dd.jpg,698
Soldier (Talon #3),24.72,2,In stock,Nonfiction,https://books.toscrape.com/media/cache/7b/96/7b96f6e11b388ee800c7fd17fe479444.jpg,699
Shopaholic & Baby (Shopaholic #5),46.45,2,In stock,Fantasy,https://books.toscrape.com/media/cache/f0/a4/f0a48c8cc6acd322eacd9d35e55d63e7.jpg,700
Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,5,In stock,Default,https://books.toscrape.com/media/cache/0d/0b/0d0bd1fce3e0171cf101764393caea41.jpg,701
If I Stay (If I Stay #1),38.13,5,In stock,Horror,https://books.toscrape.com/media/cache/cb/b3/cbb3754c7bae0d54dcf561aed4f9d6e3.jpg,702
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,2,In stock,Default,https://books.toscrape.com/media/cache/c1/42/c14297e48de02ac420c587822ff329ab.jpg,703
Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,1,In stock,Young Adult,https://books.toscrape.com/media/cache/58/e4/58e434a6a4eb267eac7aa529b0c2ec15.jpg,704
"Fruits Basket, Vol. 5 (Fruits Basket #5)",16.33,1,In stock,Add a comment,https://books.toscrape.com/media/cache/51/cf/51cf19c74f21a7043910615fefcf0847.jpg,705
Foundation (Foundation (Publication Order) #1),32.42,1,In stock,Default,https://books.toscrape.com/media/cache/8b/92/8b9267df86378b6973974ae7e1924ffe.jpg,706
Fool Me Once,16.96,1,In stock,Fiction,https://books.toscrape.com/media/cache/b6/9c/b69c4ea86e09921aabc4e0431a8273a5.jpg,707
Find Her (Detective D.D. Warren #8),22.37,1,In stock,Default,https://books.toscrape.com/media/cache/f6/f2/f6f2094e8a318093fa53784df2bfeab8.jpg,708
Evicted: Poverty and Profit in the American City,42.27,1,In stock,Poetry,https://books.toscrape.com/media/cache/d0/4f/d04f8176cf0527b293114173d01999d7.jpg,709
Drama,38.7,2,In stock,Young Adult,https://books.toscrape.com/media/cache/68/ce/68ce8be6a167f510d07a7da637b62c6f.jpg,710
Dracula the Un-Dead,35.63,5,In stock,Default,https://books.toscrape.com/media/cache/13/ff/13fffcde653948339d3427184b7bd0b5.jpg,711
Digital Fortress,58.0,5,In stock,Science Fiction,https://books.toscrape.com/media/cache/5c/77/5c770b251d27aeef263f8ae974ca02e0.jpg,712
"Death Note, Vol. 5: Whiteout (Death Note #5)",52.41,1,In stock,Default,https://books.toscrape.com/media/cache/4e/c1/4ec161cc09ee437c9eda6d437d232a11.jpg,713
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,3,In stock,Add a comment,https://books.toscrape.com/media/cache/1f/d8/1fd8340d9b3fd95861f0407b4dbb0fa7.jpg,714
Critique of Pure Reason,20.75,1,In stock,Nonfiction,https://books.toscrape.com/media/cache/12/6e/126ef8f6473b81808ebbb9cff155e883.jpg,715
Booked,17.49,5,In stock,Sequential Art,https://books.toscrape.com/media/cache/8f/46/8f46bb13feb3a4440a27dfcf688fbaa6.jpg,716
"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,5,In stock,Sequential Art,https://books.toscrape.com/media/cache/db/14/db14903b3a56a297ef6aefe7624d637f.jpg,717
Approval Junkie: Adventures in Caring Too Much,58.81,5,In stock,History,https://books.toscrape.com/media/cache/17/aa/17aacb738eace89a635a4eb47a94c11d.jpg,718
An Abundance of Katherines,10.0,5,In stock,Philosophy,https://books.toscrape.com/media/cache/ed/45/ed4517339d4780f4158c485c83850d20.jpg,719
America's War for the Greater Middle East: A Military History,51.22,2,In stock,Autobiography,https://books.toscrape.com/media/cache/eb/17/eb178eceef1e9290591cabd5155571a3.jpg,720
The Dream Thieves (The Raven Cycle #2),34.5,1,In stock,Default,https://books.toscrape.com/media/cache/d9/7a/d97a3a4a65b5275ab506b28c7a88e0a5.jpg,721
The Darkest Corners,11.33,5,In stock,Default,https://books.toscrape.com/media/cache/c1/ab/c1ab73a20d02b5f3a5599e7c5704a909.jpg,722
The Crossover,38.77,4,In stock,Default,https://books.toscrape.com/media/cache/9f/35/9f351ca1978128c60a3b7f85987075b3.jpg,723
The 5th Wave (The 5th Wave #1),11.83,2,In stock,Fantasy,https://books.toscrape.com/media/cache/10/d0/10d0c5e47d0e8cce16b6b5e6be48cb16.jpg,724
Tell the Wind and Fire,45.51,3,In stock,Nonfiction,https://books.toscrape.com/media/cache/3b/0c/3b0c5f4df26b73659af4e25107499384.jpg,725
Tell Me Three Things,41.81,1,In stock,Food and Drink,https://books.toscrape.com/media/cache/a1/2f/a12f0bec8c8728800f901b4e5f6e3f9a.jpg,726
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,4,In stock,Young Adult,https://books.toscrape.com/media/cache/07/8b/078b934613af473daf7ecf918e05d050.jpg,727
Siddhartha,34.22,5,In stock,Science,https://books.toscrape.com/media/cache/ce/0b/ce0be2d86e388540122c222306c6d62c.jpg,728
Shiver (The Wolves of Mercy Falls #1),16.23,5,In stock,Poetry,https://books.toscrape.com/media/cache/84/73/847399651d8f2dfae1a0d5a0ea4064b2.jpg,729
Remember Me?,11.48,3,In stock,Academic,https://books.toscrape.com/media/cache/3f/95/3f9572f94858197e92786b194f0f12df.jpg,730
Red Dragon (Hannibal Lecter #1),23.37,3,In stock,Default,https://books.toscrape.com/media/cache/30/66/3066f8bcd2e2ed6b45084355ff084a61.jpg,731
Peak: Secrets from the New Science of Expertise,16.28,2,In stock,Thriller,https://books.toscrape.com/media/cache/83/ab/83ab65f938b24fa1a9cb47235be49b57.jpg,732
My Mother Was Nuts,31.63,4,In stock,Young Adult,https://books.toscrape.com/media/cache/9b/b4/9bb42bf833e91193ca05badddded4bfb.jpg,733
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,5,In stock,Fiction,https://books.toscrape.com/media/cache/5d/02/5d029bff299cdb777e06f35800faa628.jpg,734
Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,1,In stock,Young Adult,https://books.toscrape.com/media/cache/c0/bb/c0bb6e42743b9c1aaf9b754501100a5d.jpg,735
Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,4,In stock,Horror,https://books.toscrape.com/media/cache/bc/c8/bcc8374e0c81ded1486b6225ca4fe78a.jpg,736
Logan Kade (Fallen Crest High #5.5),13.12,2,In stock,Fiction,https://books.toscrape.com/media/cache/d9/4e/d94e6206c2decd3acd9a61b2cbac7eaf.jpg,737
Last One Home (New Beginnings #1),59.98,3,In stock,Young Adult,https://books.toscrape.com/media/cache/e4/0a/e40a336622fe578699be5a1eeba18f9d.jpg,738
Killing Floor (Jack Reacher #1),31.49,4,In stock,Nonfiction,https://books.toscrape.com/media/cache/eb/e9/ebe9f06ccebf83d9853a846052b58fff.jpg,739
Kill the Boy Band,15.52,5,In stock,Childrens,https://books.toscrape.com/media/cache/05/74/0574a71ccaff1fef1f8e9a1f4c22b7bc.jpg,740
Walk the Edge (Thunder Road #2),32.36,3,In stock,Childrens,https://books.toscrape.com/media/cache/61/2c/612ce7fa4cbee472392ce8721a4e863e.jpg,741
Voyager (Outlander #3),21.07,5,In stock,Nonfiction,https://books.toscrape.com/media/cache/b5/d8/b5d813da01f2ccd7bcfe34e2b875e752.jpg,742
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,3,In stock,Womens Fiction,https://books.toscrape.com/media/cache/ab/ac/abac4222af5cc296b704a0e5df82e162.jpg,743
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,2,In stock,Nonfiction,https://books.toscrape.com/media/cache/80/63/80631f8bca036361343fdce528725654.jpg,744
"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,1,In stock,Thriller,https://books.toscrape.com/media/cache/14/07/1407c2d6318956b10abd970c2e83154d.jpg,745
Under the Banner of Heaven: A Story of Violent Faith,30.0,1,In stock,Food and Drink,https://books.toscrape.com/media/cache/14/2f/142f99787241bb65e031a76e74e14d1b.jpg,746
Two Boys Kissing,32.74,2,In stock,Psychology,https://books.toscrape.com/media/cache/53/bd/53bd80b1fc1914f418dc31a9d6571cb1.jpg,747
Twilight (Twilight #1),41.93,2,In stock,Nonfiction,https://books.toscrape.com/media/cache/70/10/7010c24f80a4172f7405677ef0592f26.jpg,748
Twenties Girl,42.8,2,In stock,Historical Fiction,https://books.toscrape.com/media/cache/a0/fa/a0fa38039f6a674a7c89dfe2be866259.jpg,749
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,1,In stock,Young Adult,https://books.toscrape.com/media/cache/77/bc/77bcc3cde72998ee488ac169f7e4e540.jpg,750
Three-Martini Lunch,23.21,3,In stock,Default,https://books.toscrape.com/media/cache/1d/8e/1d8eb8aaebd14464fc58a681091b8d45.jpg,751
"Thinking, Fast and Slow",21.14,1,In stock,Childrens,https://books.toscrape.com/media/cache/b4/a5/b4a56663d56f1e84ee1b15bd819563cc.jpg,752
The Wild Robot,56.07,3,In stock,Womens Fiction,https://books.toscrape.com/media/cache/bf/db/bfdbf9726621276fc7821d705690dbae.jpg,753
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",14.41,3,In stock,Food and Drink,https://books.toscrape.com/media/cache/ee/ed/eeeddf8af9e6cc8c7f71c0e41de1b562.jpg,754
The Undomestic Goddess,45.75,4,In stock,Add a comment,https://books.toscrape.com/media/cache/13/8f/138f4cf84be250d08e1f5c1db3643dbc.jpg,755
The Travelers,15.77,1,In stock,Horror,https://books.toscrape.com/media/cache/2a/a8/2aa8afd15f97617ab75f616766161cda.jpg,756
The Tipping Point: How Little Things Can Make a Big Difference,10.02,2,In stock,Young Adult,https://books.toscrape.com/media/cache/27/3d/273d4c813111bc482e8c473ebd90fbbb.jpg,757
The Thing About Jellyfish,48.77,1,In stock,Fiction,https://books.toscrape.com/media/cache/e0/90/e090748ce5a567207aed9185c97eb34b.jpg,758
The Stand,57.86,2,In stock,Sequential Art,https://books.toscrape.com/media/cache/3a/7c/3a7c2393061031e7911d7b533b723391.jpg,759
The Smitten Kitchen Cookbook,23.59,1,In stock,Nonfiction,https://books.toscrape.com/media/cache/8e/09/8e09faaea71886048b27959e607e6c7b.jpg,760
Alight (The Generations Trilogy #2),58.59,4,In stock,Add a comment,https://books.toscrape.com/media/cache/5e/f3/5ef34ba3e937218db15178a1a5ce195f.jpg,761
A Girl's Guide to Moving On (New Beginnings #2),31.3,1,In stock,Fantasy,https://books.toscrape.com/media/cache/f7/a9/f7a90a63f66ac92cc280def001970ed2.jpg,762
A Game of Thrones (A Song of Ice and Fire #1),46.42,2,In stock,Default,https://books.toscrape.com/media/cache/13/d1/13d11b26b46484ee73e9923ff307a7b4.jpg,763
A Feast for Crows (A Song of Ice and Fire #4),17.21,4,In stock,Default,https://books.toscrape.com/media/cache/b3/6b/b36b278233baf55ebaad761d8d3d0fec.jpg,764
A Clash of Kings (A Song of Ice and Fire #2),10.79,3,In stock,Nonfiction,https://books.toscrape.com/media/cache/1a/29/1a298a157f4113d6e0127521aaa1f5f0.jpg,765
Vogue Colors A to Z: A Fashion Coloring Book,52.35,4,In stock,Romance,https://books.toscrape.com/media/cache/1f/55/1f5541682b39b390a3db41430922d510.jpg,766
The Shining (The Shining #1),27.88,3,In stock,Sequential Art,https://books.toscrape.com/media/cache/db/96/db9686744f93c0e9ff3945144827f99a.jpg,767
The Pilgrim's Progress,50.26,2,In stock,Nonfiction,https://books.toscrape.com/media/cache/45/bb/45bb59d19eb3aa868293d44809078418.jpg,768
The Perfect Play (Play by Play #1),59.99,3,In stock,Historical Fiction,https://books.toscrape.com/media/cache/40/16/4016ffba678f309171d8130135f6eb8e.jpg,769
The Passion of Dolssa,28.32,5,In stock,Default,https://books.toscrape.com/media/cache/6b/82/6b822681c4035131560d40dd3b5a6a2e.jpg,770
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,3,In stock,Fantasy,https://books.toscrape.com/media/cache/2d/32/2d32efe1c5f97510596a2cc21c5daf5d.jpg,771
The Hunger Games (The Hunger Games #1),29.85,5,In stock,Default,https://books.toscrape.com/media/cache/41/c7/41c72a9c7733fc5f7434b2fa33060c54.jpg,772
The Hound of the Baskervilles (Sherlock Holmes #5),14.82,2,In stock,Classics,https://books.toscrape.com/media/cache/1f/b0/1fb03cdabe6001c8a2620f65e025cbd5.jpg,773
The Gunning of America: Business and the Making of American Gun Culture,16.81,4,In stock,Romance,https://books.toscrape.com/media/cache/28/a8/28a8784d0b38b148a35bce421dc16910.jpg,774
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,2,In stock,Fantasy,https://books.toscrape.com/media/cache/bd/a0/bda0fa21e6d06862920c0eedecc6201e.jpg,775
The Demonists (Demonist #1),52.11,2,In stock,Add a comment,https://books.toscrape.com/media/cache/1a/d2/1ad2a260776198051f4d1849be347cc6.jpg,776
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,2,In stock,Classics,https://books.toscrape.com/media/cache/47/71/477173fe3000a6da4b241c2e71a21418.jpg,777
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,3,In stock,Womens Fiction,https://books.toscrape.com/media/cache/ee/d4/eed4d5d63d13f0aa86575c90f8ccacb7.jpg,778
The Beast (Black Dagger Brotherhood #14),46.08,5,In stock,Thriller,https://books.toscrape.com/media/cache/1b/3f/1b3f5057f9e7f7cb81a8c10b58024145.jpg,779
Some Women,13.73,5,In stock,Nonfiction,https://books.toscrape.com/media/cache/27/b7/27b7f4ec590965b5acc15dc4b1376684.jpg,780
Far From True (Promise Falls Trilogy #2),34.93,2,In stock,Romance,https://books.toscrape.com/media/cache/87/54/8754267f27581996f93e8d94d3c04bf9.jpg,781
Dark Lover (Black Dagger Brotherhood #1),12.87,1,In stock,Thriller,https://books.toscrape.com/media/cache/3c/a2/3ca2e61181fc1122658af8f85354bae8.jpg,782
Confessions of a Shopaholic (Shopaholic #1),48.94,2,In stock,Womens Fiction,https://books.toscrape.com/media/cache/e3/b5/e3b5a3dcc2993295f5a6fb429052799c.jpg,783
Changing the Game (Play by Play #2),13.38,3,In stock,Romance,https://books.toscrape.com/media/cache/57/47/57472d9c6d483bee9c38c90bfa10b3ee.jpg,784
Candide,58.63,3,In stock,Religion,https://books.toscrape.com/media/cache/e3/c4/e3c4aba2409bb769a6488805e3fc4709.jpg,785
Can You Keep a Secret?,21.94,1,In stock,Default,https://books.toscrape.com/media/cache/72/73/7273ff1bfe3b0a6aab7f54ddf9be7b44.jpg,786
Atlas Shrugged,26.58,5,In stock,Classics,https://books.toscrape.com/media/cache/a5/4f/a54fea8d034eba2ee4d1b8af30f1a308.jpg,787
Animal Farm,57.22,3,In stock,Classics,https://books.toscrape.com/media/cache/10/db/10db56354b4550d92270c6f097d9bebc.jpg,788
A Walk to Remember,56.43,1,In stock,Horror,https://books.toscrape.com/media/cache/fa/1b/fa1b0fac146201645c740b02802e2211.jpg,789
A New Earth: Awakening to Your Life's Purpose,55.65,5,In stock,Romance,https://books.toscrape.com/media/cache/83/c8/83c834b3779be4e577c37ead6d2acf65.jpg,790
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,1,In stock,Spirituality,https://books.toscrape.com/media/cache/71/91/7191a7d76eb6c3a18259541e2c038ae3.jpg,791
'Salem's Lot,49.56,4,In stock,Humor,https://books.toscrape.com/media/cache/ee/d3/eed3afc5e444e3da5eec34e2b0036ec7.jpg,792
Zero History (Blue Ant #3),34.77,1,In stock,Default,https://books.toscrape.com/media/cache/74/52/74524b04dc99cbfc7bf5d37fcc1489ab.jpg,793
Wuthering Heights,17.73,3,In stock,Classics,https://books.toscrape.com/media/cache/93/4e/934e966c1ddf559d3ac2b5c1407aaf1e.jpg,794
World War Z: An Oral History of the Zombie War,21.8,1,In stock,Default,https://books.toscrape.com/media/cache/7e/bf/7ebfa1c62b21beeaad37a6474a39cfe8.jpg,795
Wild: From Lost to Found on the Pacific Crest Trail,46.02,3,In stock,Fiction,https://books.toscrape.com/media/cache/c8/41/c841873951efb18dea28162452efff58.jpg,796
"Where'd You Go, Bernadette",18.13,1,In stock,Default,https://books.toscrape.com/media/cache/c6/7e/c67eb0d6e56c4459e8c0d45c08471a89.jpg,797
When You Are Engulfed in Flames,30.89,5,In stock,Default,https://books.toscrape.com/media/cache/73/36/733662595aede2dff1a5be1e76a3b936.jpg,798
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,3,In stock,Nonfiction,https://books.toscrape.com/media/cache/f6/52/f65271ce557e9192537e24847bbb1210.jpg,799
We Are All Completely Beside Ourselves,24.04,1,In stock,Contemporary,https://books.toscrape.com/media/cache/4d/18/4d1891e435c6692c864331c585e0d014.jpg,800
Frankenstein,38.0,2,In stock,Music,https://books.toscrape.com/media/cache/00/25/0025515e987a1ebd648773f9ac70bfe6.jpg,801
Forever Rockers (The Rocker #12),28.8,3,In stock,Classics,https://books.toscrape.com/media/cache/7f/b0/7fb03a053c270000667a50dd8d594843.jpg,802
Fighting Fate (Fighting #6),39.24,3,In stock,Default,https://books.toscrape.com/media/cache/57/e2/57e255929f6e597c18cb3843904cd92b.jpg,803
Emma,32.93,2,In stock,Romance,https://books.toscrape.com/media/cache/09/63/09638baaef52f03827c215029c632a13.jpg,804
"Eat, Pray, Love",51.32,3,In stock,Womens Fiction,https://books.toscrape.com/media/cache/21/95/2195c296e82620593a143356aeaa7745.jpg,805
Deep Under (Walker Security #1),47.09,5,In stock,Romance,https://books.toscrape.com/media/cache/74/e4/74e4ec43c40926c7b57fc0fe0f397183.jpg,806
Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,4,In stock,Mystery,https://books.toscrape.com/media/cache/df/ab/dfabeab158046237ddb6b713b794909f.jpg,807
Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,3,In stock,Nonfiction,https://books.toscrape.com/media/cache/d6/cc/d6cc0c66e34dfc214b406208bbaf18e2.jpg,808
Charity's Cross (Charles Towne Belles #4),41.24,1,In stock,Romance,https://books.toscrape.com/media/cache/39/e0/39e008f84bbd24b49a7532c2024b855e.jpg,809
Bright Lines,39.07,5,In stock,Romance,https://books.toscrape.com/media/cache/12/43/1243e7eb614f57f0e4cfee80553fa312.jpg,810
Bridget Jones's Diary (Bridget Jones #1),29.82,1,In stock,Religion,https://books.toscrape.com/media/cache/0c/32/0c329cbd2adf4e0dc825f892106673b2.jpg,811
Bounty (Colorado Mountain #7),37.26,4,In stock,Fiction,https://books.toscrape.com/media/cache/80/ff/80ff924ed78cd7c5172410d0d92f8dfe.jpg,812
Blood Defense (Samantha Brinkman #1),20.3,3,In stock,Childrens,https://books.toscrape.com/media/cache/cb/f6/cbf6d4b61953f29d7eedd2c9e01a9d74.jpg,813
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,5,In stock,Historical Fiction,https://books.toscrape.com/media/cache/a8/38/a8383903c98af18b898b9d70d5be2c16.jpg,814
Beyond Good and Evil,43.38,1,In stock,Mystery,https://books.toscrape.com/media/cache/ab/45/ab45f300aa15066ad1260d6f1398d03e.jpg,815
Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,1,In stock,Sequential Art,https://books.toscrape.com/media/cache/96/ee/96ee77d71a31b7694dac6855f6affe4e.jpg,816
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,4,In stock,Philosophy,https://books.toscrape.com/media/cache/09/7c/097cb5ecc6fb3fbe1690cf0cbdea4ac5.jpg,817
A Spy's Devotion (The Regency Spies of London #1),16.97,5,In stock,Travel,https://books.toscrape.com/media/cache/1b/5f/1b5ff86f3c75e51e24c573d3f8bffd8f.jpg,818
1st to Die (Women's Murder Club #1),53.98,1,In stock,Sequential Art,https://books.toscrape.com/media/cache/2b/41/2b4161c5b72a4ae386b644682361b34a.jpg,819
"1,000 Places to See Before You Die",26.08,5,In stock,Classics,https://books.toscrape.com/media/cache/d7/0f/d70f7edd92705c45a82118c3ff6c299d.jpg,820
"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,5,In stock,Historical Fiction,https://books.toscrape.com/media/cache/e9/fb/e9fb3236b73384253144f89b6eec6a68.jpg,821
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,4,In stock,Fiction,https://books.toscrape.com/media/cache/47/16/47160ff71abe23cb52968b3d1b9b7988.jpg,822
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,4,In stock,Nonfiction,https://books.toscrape.com/media/cache/ae/16/ae169bb5ae814e0fb900cdf9e99332a7.jpg,823
While You Were Mine,41.32,5,In stock,Sequential Art,https://books.toscrape.com/media/cache/45/e8/45e87bcad554d79eadf0f89df9cac6f9.jpg,824
Where Lightning Strikes (Bleeding Stars #3),39.77,3,In stock,Art,https://books.toscrape.com/media/cache/73/d9/73d948af3f2adb6dd693ff4bd43e7760.jpg,825
When I'm Gone,51.96,3,In stock,Poetry,https://books.toscrape.com/media/cache/13/a3/13a361d57f2b6021b2ae395a6fedd475.jpg,826
Ways of Seeing,39.51,5,In stock,Sequential Art,https://books.toscrape.com/media/cache/a8/3a/a83a4d31d30dc3cb26a29899a5c3b91d.jpg,827
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,1,In stock,Default,https://books.toscrape.com/media/cache/4b/97/4b972f89c11900ac0e84726d1f07bfcc.jpg,828
Vampire Girl (Vampire Girl #1),53.82,2,In stock,Sequential Art,https://books.toscrape.com/media/cache/ea/55/ea5547a00ad163902faba6929369bc77.jpg,829
